order_id,order_date,branch_id,customer_id,product_id,quantity,unit_price,revenue
1194,2024-06-13,4,84,52,1,347.09,347.09
1195,2024-12-11,4,198,105,2,88.31,176.62
1196,2024-10-11,9,149,57,1,337.18,337.18
1197,2025-10-07,4,13,103,1,69.27,69.27
1198,2024-05-10,4,9,47,2,475.33,950.66
1199,2025-09-20,8,129,56,1,140.23,140.23
1200,2025-11-28,5,164,34,2,54.86,109.72
1201,2024-12-17,4,82,80,3,449.04,1347.12
1202,2024-02-13,3,127,73,2,228.94,457.88
1203,2024-05-02,8,109,18,2,98.48,196.96
1204,2025-01-30,10,73,59,2,214.67,429.34
1205,2025-01-10,10,10,6,1,197.36,197.36
1206,2024-08-25,7,149,34,2,54.86,109.72
1207,2024-02-06,7,109,114,3,138.08,414.24
1208,2024-05-28,9,60,30,3,55.81,167.43
1209,2024-02-21,5,26,94,1,108.98,108.98
1210,2025-02-10,8,180,115,3,87.51,262.53
1211,2025-09-19,3,121,42,3,176.35,529.05
1212,2024-05-31,10,185,95,2,132.51,265.02
1213,2025-04-06,2,51,56,1,140.23,140.23
1214,2025-07-29,3,198,111,1,96.99,96.99
1215,2024-07-02,6,159,102,1,97.5,97.5
1216,2025-09-03,7,135,54,5,429.71,2148.55
1217,2025-02-27,2,19,97,4,199.77,799.08
1218,2024-03-28,7,158,44,1,200.1,200.1
1219,2025-05-22,2,58,112,4,87.83,351.32
1220,2024-01-11,5,136,7,1,191.32,191.32
1221,2025-11-02,8,59,66,2,336.94,673.88
1222,2024-06-27,8,145,33,3,36.13,108.39
1223,2024-08-02,10,63,116,3,34.3,102.9
1224,2025-05-23,7,144,43,5,246.49,1232.45
1225,2025-03-11,5,111,42,2,176.35,352.7
1226,2025-09-16,5,46,91,2,37.96,75.92
1227,2025-08-22,8,93,82,5,159.49,797.45
1228,2024-10-21,8,179,110,1,34.19,34.19
1229,2025-04-29,10,47,91,4,37.96,151.84
1230,2024-05-28,5,69,97,4,199.77,799.08
1231,2024-04-04,8,64,69,1,341.97,341.97
1232,2025-07-17,5,165,119,2,129.74,259.48
1233,2025-10-28,2,10,27,2,58.92,117.84
1234,2025-07-28,2,175,44,2,200.1,400.2
1235,2025-07-08,2,10,105,2,88.31,176.62
1236,2025-05-29,9,49,66,1,336.94,336.94
1237,2025-09-04,1,4,7,1,191.32,191.32
1238,2024-11-11,4,83,73,2,228.94,457.88
1239,2024-04-25,2,162,14,2,202.61,405.22
1240,2024-06-22,8,184,3,3,44.33,132.99
1241,2024-06-23,3,142,115,1,87.51,87.51
1242,2025-01-27,5,86,26,1,30.45,30.45
1243,2024-07-22,9,122,95,1,132.51,132.51
1244,2024-06-17,7,2,78,1,442.94,442.94
1245,2025-11-30,10,138,110,2,34.19,68.38
1246,2025-02-14,10,83,4,2,43.14,86.28
1247,2024-11-07,8,142,8,2,193.45,386.9
1248,2024-07-25,4,164,39,3,60.26,180.78
1249,2024-12-05,2,139,31,1,51.82,51.82
1250,2024-07-14,8,164,19,1,61.82,61.82
1251,2024-10-13,1,53,80,1,449.04,449.04
1252,2025-02-22,7,115,88,4,28.63,114.52
1253,2024-01-30,10,140,8,3,193.45,580.35
1254,2025-04-08,7,168,8,1,193.45,193.45
1255,2024-07-18,9,37,42,3,176.35,529.05
1256,2025-12-09,8,180,55,2,503.46,1006.92
1257,2025-06-18,9,76,65,3,277.53,832.59
1258,2024-11-20,5,70,33,4,36.13,144.52
1259,2025-12-05,7,134,114,1,138.08,138.08
1260,2024-01-19,9,136,36,1,35.54,35.54
1261,2024-09-30,4,79,65,1,277.53,277.53
1262,2025-11-24,10,90,6,1,197.36,197.36
1263,2024-06-16,6,20,91,2,37.96,75.92
1264,2024-03-28,6,85,4,3,43.14,129.42
1265,2024-06-01,4,89,75,1,162.18,162.18
1266,2024-10-29,7,67,14,3,202.61,607.83
1267,2025-04-19,6,22,106,2,52.68,105.36
1268,2024-01-29,6,26,85,1,31.67,31.67
1269,2025-04-21,4,24,68,1,288.63,288.63
1270,2024-07-28,8,158,81,4,125.18,500.72
1271,2025-03-31,10,112,22,1,48.33,48.33
1272,2025-01-12,3,80,24,2,46.99,93.98
1273,2024-06-17,9,96,105,1,88.31,88.31
1274,2024-08-01,8,34,83,3,94.48,283.44
1275,2024-02-29,10,5,71,3,180.99,542.97
1276,2024-02-14,1,19,118,1,103.41,103.41
1277,2024-12-26,7,73,27,2,58.92,117.84
1278,2025-01-20,9,125,54,2,429.71,859.42
1279,2024-05-08,6,197,89,1,119.92,119.92
1280,2024-07-22,5,66,110,1,34.19,34.19
1281,2024-06-07,9,27,72,1,150.36,150.36
1282,2024-02-22,1,53,66,2,336.94,673.88
1283,2024-06-18,8,181,70,1,235.91,235.91
1284,2025-07-09,6,129,4,1,43.14,43.14
1285,2024-01-16,6,96,32,1,38.47,38.47
1286,2024-11-16,10,109,53,4,421.85,1687.4
1287,2024-03-23,8,14,83,4,94.48,377.92
1288,2024-04-02,1,63,62,4,336.43,1345.72
1289,2024-01-14,3,94,82,2,159.49,318.98
1290,2024-12-18,6,133,26,2,30.45,60.9
1291,2025-11-07,5,100,96,2,21.4,42.8
1292,2025-09-30,10,13,82,5,159.49,797.45
1293,2025-07-29,4,133,96,4,21.4,85.6
1294,2025-05-01,7,104,92,2,148.71,297.42
1295,2025-10-20,4,134,78,3,442.94,1328.82
1296,2024-02-23,2,12,42,1,176.35,176.35
1297,2025-03-12,1,84,58,2,236.97,473.94
1298,2024-01-10,2,62,94,1,108.98,108.98
1299,2025-08-19,1,109,66,1,336.94,336.94
1300,2024-04-18,2,60,24,3,46.99,140.97
1301,2025-10-17,10,141,112,2,87.83,175.66
1302,2025-02-23,3,89,28,3,46.12,138.36
1303,2025-01-14,2,181,107,1,96.76,96.76
1304,2024-04-24,1,145,5,3,27.12,81.36
1305,2025-02-13,3,33,91,3,37.96,113.88
1306,2024-07-17,3,137,113,4,27.73,110.92
1307,2024-03-24,10,36,119,2,129.74,259.48
1308,2025-11-16,10,23,84,5,151.05,755.25
1309,2025-08-16,4,77,114,2,138.08,276.16
1310,2025-01-11,7,150,85,1,31.67,31.67
1311,2024-01-11,6,199,27,1,58.92,58.92
1312,2024-03-01,7,181,31,1,51.82,51.82
1313,2025-09-08,1,87,53,2,421.85,843.7
1314,2024-04-07,10,166,70,4,235.91,943.64
1315,2025-04-22,8,140,84,3,151.05,453.15
1316,2025-02-08,5,164,103,1,69.27,69.27
1317,2025-10-21,7,156,95,3,132.51,397.53
1318,2025-03-28,6,149,33,1,36.13,36.13
1319,2025-05-12,5,98,23,1,31.71,31.71
1320,2025-02-05,1,113,56,2,140.23,280.46
1321,2025-08-03,2,143,90,2,73.44,146.88
1322,2024-07-21,9,85,7,4,191.32,765.28
1323,2025-07-15,10,110,54,1,429.71,429.71
1324,2025-04-27,10,173,31,3,51.82,155.46
1325,2025-05-20,5,170,88,3,28.63,85.89
1326,2024-11-16,2,172,37,2,49.25,98.5
1327,2024-11-15,7,115,26,2,30.45,60.9
1328,2025-05-24,4,2,52,4,347.09,1388.36
1329,2024-02-08,7,5,65,1,277.53,277.53
1330,2024-11-30,10,39,71,5,180.99,904.95
1331,2024-10-17,4,187,109,1,40.7,40.7
1332,2025-02-09,7,97,78,4,442.94,1771.76
1333,2025-08-03,5,135,41,5,67.95,339.75
1334,2025-05-06,7,40,48,1,80.2,80.2
1335,2024-04-14,4,143,90,5,73.44,367.2
1336,2024-11-25,2,168,43,2,246.49,492.98
1337,2024-10-18,9,41,113,1,27.73,27.73
1338,2024-10-18,1,6,54,2,429.71,859.42
1339,2024-04-19,9,140,10,1,47.47,47.47
1340,2025-02-17,4,133,2,4,53.3,213.2
1341,2025-11-12,2,41,59,2,214.67,429.34
1342,2024-08-14,9,52,69,3,341.97,1025.91
1343,2025-05-11,5,106,12,1,212.34,212.34
1344,2025-10-18,1,29,66,2,336.94,673.88
1345,2024-04-19,9,132,50,1,409.76,409.76
1346,2025-10-13,4,131,86,1,217.43,217.43
1347,2024-08-28,4,52,71,2,180.99,361.98
1348,2025-11-04,8,20,116,2,34.3,68.6
1349,2025-01-28,8,63,35,1,56.38,56.38
1350,2025-03-21,4,33,104,5,69.5,347.5
1351,2025-10-06,8,55,101,2,116.86,233.72
1352,2024-10-26,2,59,114,3,138.08,414.24
1353,2024-09-10,7,164,42,4,176.35,705.4
1354,2025-01-30,2,30,73,1,228.94,228.94
1355,2024-05-25,8,154,16,2,75.99,151.98
1356,2025-02-13,3,150,33,2,36.13,72.26
1357,2024-05-03,8,122,25,1,21.68,21.68
1358,2025-01-10,10,175,94,1,108.98,108.98
1359,2025-12-02,6,93,29,1,35.78,35.78
1360,2025-09-21,4,87,112,4,87.83,351.32
1361,2025-01-06,8,109,24,2,46.99,93.98
1362,2025-01-15,8,18,54,2,429.71,859.42
1363,2025-02-10,4,76,21,1,17.21,17.21
1364,2024-03-02,10,109,37,1,49.25,49.25
1365,2025-01-03,7,127,53,1,421.85,421.85
1366,2024-10-25,2,13,47,3,475.33,1425.99
1367,2025-06-22,2,175,13,2,40.5,81.0
1368,2024-01-08,4,146,103,2,69.27,138.54
1369,2025-08-29,3,39,75,2,162.18,324.36
1370,2024-12-14,1,93,101,1,116.86,116.86
1371,2024-10-26,1,81,49,3,152.06,456.18
1372,2024-10-22,5,89,91,5,37.96,189.8
1373,2024-07-25,4,154,80,2,449.04,898.08
1374,2025-04-07,6,94,113,2,27.73,55.46
1375,2024-11-22,9,176,50,1,409.76,409.76
1376,2024-06-18,5,48,1,3,85.23,255.69
1377,2025-08-17,4,123,61,1,291.69,291.69
1378,2024-11-14,8,173,119,3,129.74,389.22
1379,2025-07-18,2,58,84,2,151.05,302.1
1380,2025-01-01,1,27,106,4,52.68,210.72
1381,2025-10-21,7,19,13,2,40.5,81.0
1382,2024-11-12,9,167,98,2,111.77,223.54
1383,2025-05-17,7,29,101,1,116.86,116.86
1384,2024-10-20,8,172,67,1,312.86,312.86
1385,2024-06-23,9,14,13,3,40.5,121.5
1386,2024-04-19,4,132,51,4,480.33,1921.32
1387,2024-05-29,4,68,83,2,94.48,188.96
1388,2025-05-22,1,2,43,3,246.49,739.47
1389,2024-07-23,6,109,66,2,336.94,673.88
1390,2025-01-31,6,41,32,3,38.47,115.41
1391,2024-06-15,6,154,91,1,37.96,37.96
1392,2025-03-05,9,159,33,3,36.13,108.39
1393,2025-08-17,4,47,25,1,21.68,21.68
1394,2024-01-26,9,110,32,2,38.47,76.94
1395,2025-03-25,10,54,75,1,162.18,162.18
1396,2025-08-09,9,175,62,2,336.43,672.86
1397,2025-01-20,6,52,98,2,111.77,223.54
1398,2025-09-25,6,105,66,2,336.94,673.88
1399,2025-12-22,6,64,119,2,129.74,259.48
1400,2024-04-20,4,141,35,2,56.38,112.76
1401,2025-11-03,10,77,106,1,52.68,52.68
1402,2025-09-13,7,45,98,2,111.77,223.54
1403,2024-03-31,6,150,6,1,197.36,197.36
1404,2024-02-21,10,40,74,2,417.48,834.96
1405,2025-12-09,8,54,65,1,277.53,277.53
1406,2024-07-12,2,140,75,5,162.18,810.9
1407,2025-05-21,5,36,24,1,46.99,46.99
1408,2025-07-27,7,171,69,3,341.97,1025.91
1409,2024-09-04,10,126,20,2,104.42,208.84
1410,2024-10-26,6,53,119,3,129.74,389.22
1411,2024-03-11,1,138,114,4,138.08,552.32
1412,2024-10-01,4,118,93,1,152.15,152.15
1413,2025-04-04,3,44,17,1,270.61,270.61
1414,2024-10-13,5,14,53,1,421.85,421.85
1415,2025-09-13,7,182,34,1,54.86,54.86
1416,2024-11-24,5,24,98,2,111.77,223.54
1417,2025-09-12,2,77,117,3,122.83,368.49
1418,2025-06-04,2,65,82,1,159.49,159.49
1419,2024-08-01,10,78,76,1,482.76,482.76
1420,2024-10-27,5,12,102,1,97.5,97.5
1421,2025-08-25,8,49,26,2,30.45,60.9
1422,2024-09-07,5,37,9,2,98.01,196.02
1423,2025-12-01,6,96,14,5,202.61,1013.05
1424,2025-09-26,6,12,36,1,35.54,35.54
1425,2025-09-09,4,17,69,2,341.97,683.94
1426,2024-10-31,5,99,99,3,232.35,697.05
1427,2024-11-17,9,3,45,2,142.3,284.6
1428,2024-04-18,9,12,91,4,37.96,151.84
1429,2024-08-11,5,150,113,3,27.73,83.19
1430,2024-08-23,2,191,68,1,288.63,288.63
1431,2025-06-20,9,62,63,1,209.35,209.35
1432,2024-07-23,5,115,6,2,197.36,394.72
1433,2024-12-05,2,98,21,1,17.21,17.21
1434,2025-05-07,5,128,48,1,80.2,80.2
1435,2024-08-27,2,164,38,1,45.02,45.02
1436,2024-07-17,7,28,78,2,442.94,885.88
1437,2024-01-21,6,67,75,2,162.18,324.36
1438,2024-12-28,7,135,55,3,503.46,1510.38
1439,2025-09-16,9,179,43,2,246.49,492.98
1440,2025-06-23,5,189,28,4,46.12,184.48
1441,2024-12-20,1,123,13,1,40.5,40.5
1442,2024-07-27,8,149,43,2,246.49,492.98
1443,2025-07-14,8,165,72,1,150.36,150.36
1444,2025-10-07,8,162,101,1,116.86,116.86
1445,2025-07-27,3,160,80,4,449.04,1796.16
1446,2025-05-22,6,44,5,4,27.12,108.48
1447,2025-04-19,1,190,58,2,236.97,473.94
1448,2025-11-07,2,48,119,1,129.74,129.74
1449,2024-02-28,10,4,5,1,27.12,27.12
1450,2025-06-18,6,102,62,4,336.43,1345.72
1451,2025-09-01,4,87,2,4,53.3,213.2
1452,2024-10-12,5,140,58,2,236.97,473.94
1453,2025-05-01,7,46,31,1,51.82,51.82
1454,2024-07-12,1,136,72,4,150.36,601.44
1455,2024-07-26,5,96,60,1,266.92,266.92
1456,2024-03-22,4,121,41,5,67.95,339.75
1457,2024-03-20,2,92,18,2,98.48,196.96
1458,2024-08-11,5,13,4,3,43.14,129.42
1459,2024-09-20,4,155,119,3,129.74,389.22
1460,2025-11-11,2,96,102,1,97.5,97.5
1461,2024-04-04,10,39,31,1,51.82,51.82
1462,2025-10-14,1,4,48,1,80.2,80.2
1463,2024-08-24,7,97,8,1,193.45,193.45
1464,2025-09-30,6,69,34,3,54.86,164.58
1465,2025-02-18,1,152,50,1,409.76,409.76
1466,2025-09-06,9,36,36,4,35.54,142.16
1467,2025-10-26,5,173,111,1,96.99,96.99
1468,2024-10-08,3,23,86,3,217.43,652.29
1469,2025-08-07,1,129,12,1,212.34,212.34
1470,2024-05-13,6,113,83,5,94.48,472.4
1471,2025-04-13,9,162,23,3,31.71,95.13
1472,2025-08-20,10,98,61,2,291.69,583.38
1473,2025-07-23,10,88,9,5,98.01,490.05
1474,2025-02-21,6,116,54,1,429.71,429.71
1475,2025-06-12,2,130,50,2,409.76,819.52
1476,2024-04-25,4,56,119,3,129.74,389.22
1477,2025-05-18,6,32,81,1,125.18,125.18
1478,2025-10-24,1,4,60,3,266.92,800.76
1479,2025-12-16,7,144,46,5,322.71,1613.55
1480,2024-01-23,7,105,17,1,270.61,270.61
1481,2025-03-27,8,159,79,3,279.28,837.84
1482,2025-08-31,10,102,34,1,54.86,54.86
1483,2025-04-14,4,49,117,1,122.83,122.83
1484,2025-03-12,9,172,98,5,111.77,558.85
1485,2025-04-07,4,116,42,2,176.35,352.7
1486,2025-01-25,8,101,33,1,36.13,36.13
1487,2025-04-01,6,29,30,4,55.81,223.24
1488,2025-04-11,3,184,100,2,77.98,155.96
1489,2025-06-19,8,33,61,2,291.69,583.38
1490,2025-12-09,7,144,95,2,132.51,265.02
1491,2024-04-30,8,112,16,1,75.99,75.99
1492,2024-06-23,1,184,39,2,60.26,120.52
1493,2024-02-19,7,5,90,3,73.44,220.32
1494,2024-10-13,9,156,112,3,87.83,263.49
1495,2025-03-07,10,78,63,1,209.35,209.35
1496,2024-02-14,5,194,102,1,97.5,97.5
1497,2024-10-03,3,73,120,3,134.35,403.05
1498,2025-01-12,2,56,30,2,55.81,111.62
1499,2024-04-14,10,178,45,3,142.3,426.9
1500,2024-08-11,5,154,41,1,67.95,67.95
1501,2024-12-02,9,131,60,1,266.92,266.92
1502,2024-04-16,4,164,108,1,68.11,68.11
1503,2024-02-24,3,157,65,1,277.53,277.53
1504,2024-12-24,4,82,119,1,129.74,129.74
1505,2025-08-17,7,181,69,1,341.97,341.97
1506,2025-02-08,3,176,89,1,119.92,119.92
1507,2024-01-04,7,27,92,1,148.71,148.71
1508,2024-07-16,2,41,60,2,266.92,533.84
1509,2024-01-11,2,34,89,2,119.92,239.84
1510,2025-09-19,9,174,19,2,61.82,123.64
1511,2025-12-19,1,192,49,1,152.06,152.06
1512,2025-03-28,8,62,106,1,52.68,52.68
1513,2024-09-20,9,18,6,1,197.36,197.36
1514,2025-12-15,9,35,66,2,336.94,673.88
1515,2024-04-14,2,136,103,1,69.27,69.27
1516,2025-12-24,6,161,47,1,475.33,475.33
1517,2025-11-12,7,32,30,1,55.81,55.81
1518,2024-12-16,3,96,27,1,58.92,58.92
1519,2025-07-10,4,85,87,1,193.76,193.76
1520,2025-06-23,1,81,7,4,191.32,765.28
1521,2024-05-13,8,123,57,4,337.18,1348.72
1522,2025-04-28,6,197,57,5,337.18,1685.9
1523,2025-03-31,5,20,60,2,266.92,533.84
1524,2024-11-03,8,189,1,1,85.23,85.23
1525,2025-05-31,6,102,48,1,80.2,80.2
1526,2025-08-15,1,189,114,1,138.08,138.08
1527,2024-02-25,3,163,19,1,61.82,61.82
1528,2025-01-29,8,16,36,2,35.54,71.08
1529,2024-02-26,6,191,36,1,35.54,35.54
1530,2024-10-13,1,30,13,2,40.5,81.0
1531,2025-12-02,4,103,10,2,47.47,94.94
1532,2024-08-25,1,112,81,2,125.18,250.36
1533,2024-08-31,9,4,6,1,197.36,197.36
1534,2025-07-15,4,52,14,1,202.61,202.61
1535,2025-08-08,10,130,15,1,62.37,62.37
1536,2024-08-26,1,166,2,2,53.3,106.6
1537,2024-06-07,6,176,103,2,69.27,138.54
1538,2024-11-29,4,137,24,1,46.99,46.99
1539,2024-01-13,3,195,91,1,37.96,37.96
1540,2025-07-23,6,63,102,1,97.5,97.5
1541,2025-05-22,2,149,86,4,217.43,869.72
1542,2025-08-13,3,132,83,1,94.48,94.48
1543,2025-11-27,7,50,53,2,421.85,843.7
1544,2025-02-01,6,49,6,3,197.36,592.08
1545,2025-04-07,9,8,8,1,193.45,193.45
1546,2024-09-28,9,152,51,1,480.33,480.33
1547,2024-09-07,7,160,115,3,87.51,262.53
1548,2025-04-04,6,39,71,4,180.99,723.96
1549,2025-11-24,1,48,20,5,104.42,522.1
1550,2025-03-21,1,165,16,1,75.99,75.99
1551,2025-04-12,8,63,24,1,46.99,46.99
1552,2024-03-08,10,100,108,4,68.11,272.44
1553,2024-06-03,1,172,111,1,96.99,96.99
1554,2025-03-10,8,2,116,1,34.3,34.3
1555,2024-06-07,3,190,119,5,129.74,648.7
1556,2025-03-31,8,78,112,5,87.83,439.15
1557,2025-07-10,4,146,72,1,150.36,150.36
1558,2025-10-27,8,162,97,2,199.77,399.54
1559,2025-05-22,9,15,114,2,138.08,276.16
1560,2025-02-17,5,14,66,2,336.94,673.88
1561,2024-02-07,3,20,73,1,228.94,228.94
1562,2025-03-20,8,160,25,1,21.68,21.68
1563,2025-06-02,7,62,91,3,37.96,113.88
1564,2024-06-18,1,151,115,1,87.51,87.51
1565,2024-09-29,1,5,33,1,36.13,36.13
1566,2024-09-19,10,180,34,2,54.86,109.72
1567,2024-05-26,9,169,21,2,17.21,34.42
1568,2025-07-19,3,51,105,2,88.31,176.62
1569,2024-06-27,7,196,3,2,44.33,88.66
1570,2025-03-29,3,159,37,2,49.25,98.5
1571,2025-01-17,8,118,11,5,248.03,1240.15
1572,2025-11-20,8,31,18,2,98.48,196.96
1573,2024-11-19,6,103,118,3,103.41,310.23
1574,2025-01-02,9,104,114,2,138.08,276.16
1575,2024-11-11,7,100,31,1,51.82,51.82
1576,2024-11-16,10,154,60,2,266.92,533.84
1577,2024-08-11,2,197,105,3,88.31,264.93
1578,2024-01-20,9,87,83,3,94.48,283.44
1579,2025-04-19,9,130,53,2,421.85,843.7
1580,2024-02-09,9,125,82,2,159.49,318.98
1581,2025-06-15,6,78,78,2,442.94,885.88
1582,2024-02-26,7,10,42,1,176.35,176.35
1583,2025-02-24,7,138,18,2,98.48,196.96
1584,2024-04-28,10,39,46,3,322.71,968.13
1585,2024-03-13,2,161,113,3,27.73,83.19
1586,2025-05-19,8,48,38,1,45.02,45.02
1587,2025-10-02,2,44,36,5,35.54,177.7
1588,2025-06-14,8,61,11,2,248.03,496.06
1589,2025-03-06,1,149,13,2,40.5,81.0
1590,2024-10-07,8,158,20,2,104.42,208.84
1591,2025-06-16,10,178,108,4,68.11,272.44
1592,2025-01-30,2,38,49,2,152.06,304.12
1593,2025-03-17,5,70,20,2,104.42,208.84
1594,2025-12-19,9,123,32,3,38.47,115.41
1595,2024-04-27,4,115,32,1,38.47,38.47
1596,2025-02-19,6,35,85,4,31.67,126.68
1597,2025-03-28,5,68,112,2,87.83,175.66
1598,2024-12-09,4,159,32,2,38.47,76.94
1599,2025-02-01,6,6,34,1,54.86,54.86
1600,2025-06-13,2,115,38,3,45.02,135.06
1601,2024-02-26,4,151,85,2,31.67,63.34
1602,2024-01-11,7,146,58,1,236.97,236.97
1603,2025-07-30,1,163,83,2,94.48,188.96
1604,2025-01-02,8,100,33,1,36.13,36.13
1605,2025-02-26,4,48,30,5,55.81,279.05
1606,2025-05-29,9,112,66,2,336.94,673.88
1607,2024-10-17,5,151,77,1,174.74,174.74
1608,2025-06-17,1,22,16,3,75.99,227.97
1609,2024-05-28,2,101,110,5,34.19,170.95
1610,2024-04-18,6,124,72,2,150.36,300.72
1611,2025-10-16,7,92,33,1,36.13,36.13
1612,2025-06-22,7,25,81,1,125.18,125.18
1613,2025-04-14,1,34,29,2,35.78,71.56
1614,2024-10-08,7,157,94,2,108.98,217.96
1615,2024-12-10,9,103,117,2,122.83,245.66
1616,2024-05-22,6,3,74,2,417.48,834.96
1617,2025-11-17,10,7,39,2,60.26,120.52
1618,2025-07-30,5,19,60,1,266.92,266.92
1619,2024-03-04,5,65,91,3,37.96,113.88
1620,2024-03-13,10,190,81,2,125.18,250.36
1621,2024-03-22,7,86,84,2,151.05,302.1
1622,2025-12-19,4,18,37,1,49.25,49.25
1623,2025-06-15,2,148,15,1,62.37,62.37
1624,2024-04-01,1,27,25,1,21.68,21.68
1625,2025-05-13,7,195,101,2,116.86,233.72
1626,2025-07-19,7,5,75,5,162.18,810.9
1627,2024-09-22,9,85,9,1,98.01,98.01
1628,2025-03-22,2,79,56,4,140.23,560.92
1629,2024-09-25,2,75,55,1,503.46,503.46
1630,2025-05-12,1,133,16,1,75.99,75.99
1631,2024-07-18,7,69,48,2,80.2,160.4
1632,2024-07-22,1,198,64,1,188.2,188.2
1633,2025-11-17,6,93,39,2,60.26,120.52
1634,2025-05-05,4,147,113,2,27.73,55.46
1635,2025-09-12,3,108,3,2,44.33,88.66
1636,2024-02-27,9,11,51,2,480.33,960.66
1637,2025-06-14,6,109,44,1,200.1,200.1
1638,2025-04-29,3,39,16,1,75.99,75.99
1639,2025-10-25,8,107,97,3,199.77,599.31
1640,2024-04-25,9,145,34,1,54.86,54.86
1641,2024-11-12,4,41,118,3,103.41,310.23
1642,2025-03-09,2,65,114,2,138.08,276.16
1643,2025-09-07,4,40,87,2,193.76,387.52
1644,2025-12-06,2,96,36,1,35.54,35.54
1645,2024-03-19,9,200,80,5,449.04,2245.2
1646,2025-08-11,7,64,80,1,449.04,449.04
1647,2024-09-26,5,168,73,1,228.94,228.94
1648,2024-02-13,8,139,69,1,341.97,341.97
1649,2024-07-08,9,72,41,2,67.95,135.9
1650,2025-11-29,2,17,38,5,45.02,225.1
1651,2024-05-30,4,180,15,1,62.37,62.37
1652,2024-12-23,10,40,70,2,235.91,471.82
1653,2025-10-14,2,163,10,1,47.47,47.47
1654,2024-08-24,5,176,46,2,322.71,645.42
1655,2025-01-29,9,126,35,2,56.38,112.76
1656,2025-03-29,9,197,23,1,31.71,31.71
1657,2025-09-14,9,140,86,2,217.43,434.86
1658,2024-05-25,6,69,37,1,49.25,49.25
1659,2024-04-28,5,21,67,2,312.86,625.72
1660,2025-06-19,7,169,113,1,27.73,27.73
1661,2024-06-29,1,20,46,3,322.71,968.13
1662,2024-12-10,2,163,46,1,322.71,322.71
1663,2025-03-28,7,93,56,3,140.23,420.69
1664,2025-05-20,5,42,12,3,212.34,637.02
1665,2024-02-23,9,153,52,1,347.09,347.09
1666,2025-05-10,5,87,15,1,62.37,62.37
1667,2024-04-26,8,154,11,4,248.03,992.12
1668,2025-07-29,8,19,89,1,119.92,119.92
1669,2024-01-04,5,45,49,1,152.06,152.06
1670,2024-04-30,7,29,109,2,40.7,81.4
1671,2025-03-29,7,146,63,1,209.35,209.35
1672,2025-07-06,7,123,47,4,475.33,1901.32
1673,2024-06-30,6,62,62,2,336.43,672.86
1674,2024-03-26,8,149,5,2,27.12,54.24
1675,2024-01-25,4,128,15,2,62.37,124.74
1676,2025-02-08,5,189,31,2,51.82,103.64
1677,2025-09-12,9,14,105,2,88.31,176.62
1678,2024-04-13,5,14,32,1,38.47,38.47
1679,2025-02-28,8,143,67,3,312.86,938.58
1680,2024-12-31,2,84,57,2,337.18,674.36
1681,2024-12-14,2,53,23,3,31.71,95.13
1682,2025-12-24,10,119,32,3,38.47,115.41
1683,2024-10-29,5,25,109,1,40.7,40.7
1684,2025-03-08,9,23,68,2,288.63,577.26
1685,2024-04-23,2,49,112,1,87.83,87.83
1686,2024-01-25,2,101,114,1,138.08,138.08
1687,2025-08-05,1,48,45,1,142.3,142.3
1688,2025-02-12,6,109,86,1,217.43,217.43
1689,2025-01-14,2,53,56,1,140.23,140.23
1690,2024-08-01,8,132,70,2,235.91,471.82
1691,2024-09-30,8,194,119,2,129.74,259.48
1692,2025-07-30,2,54,74,2,417.48,834.96
1693,2024-10-26,10,63,43,1,246.49,246.49
1694,2025-09-10,6,119,80,1,449.04,449.04
1695,2024-04-30,2,76,33,1,36.13,36.13
1696,2025-09-30,7,162,13,2,40.5,81.0
1697,2025-01-29,2,22,84,2,151.05,302.1
1698,2025-05-07,6,124,97,2,199.77,399.54
1699,2025-10-09,3,46,47,5,475.33,2376.65
1700,2024-07-28,2,200,69,2,341.97,683.94
1701,2024-06-23,3,46,117,2,122.83,245.66
1702,2025-10-27,1,87,15,1,62.37,62.37
1703,2025-02-23,1,133,70,1,235.91,235.91
1704,2025-10-13,10,157,73,2,228.94,457.88
1705,2025-09-28,2,117,65,1,277.53,277.53
1706,2025-05-11,8,169,58,1,236.97,236.97
1707,2025-10-04,4,23,81,1,125.18,125.18
1708,2025-11-08,5,152,97,1,199.77,199.77
1709,2025-06-30,1,124,42,3,176.35,529.05
1710,2025-04-01,9,192,17,5,270.61,1353.05
1711,2024-05-28,10,180,106,2,52.68,105.36
1712,2024-04-13,3,29,19,2,61.82,123.64
1713,2025-09-20,6,175,27,2,58.92,117.84
1714,2025-08-07,2,62,40,2,18.41,36.82
1715,2024-09-14,10,60,12,3,212.34,637.02
1716,2024-11-25,3,30,56,2,140.23,280.46
1717,2025-06-16,6,77,8,1,193.45,193.45
1718,2024-01-23,4,70,31,1,51.82,51.82
1719,2025-12-28,3,29,58,3,236.97,710.91
1720,2024-08-27,3,160,19,1,61.82,61.82
1721,2024-05-06,1,53,35,1,56.38,56.38
1722,2024-09-03,1,181,43,2,246.49,492.98
1723,2024-01-22,2,47,46,1,322.71,322.71
1724,2024-05-10,1,13,108,2,68.11,136.22
1725,2024-08-21,6,163,3,3,44.33,132.99
1726,2024-04-06,8,171,85,3,31.67,95.01
1727,2025-07-01,9,115,68,2,288.63,577.26
1728,2025-01-09,6,87,73,1,228.94,228.94
1729,2025-01-12,2,112,23,1,31.71,31.71
